episode_number,title,url,date,topic,description
1410,Does the Bible Forbid My Nativity Set?,https://www.desiringgod.org/interviews/does-the-bible-forbid-my-nativity-set,2019-12-20,The Birth of Christ,The second commandment forbids using an image or likeness of God in worship. Does that mean we should take down our nativity sets?
1409,How Do I Banish Low Thoughts of Christ?,https://www.desiringgod.org/interviews/how-do-i-banish-low-thoughts-of-christ,2019-12-18,The Deity of Christ,"The Christ who took on flesh and dwelt among us never had a beginning. He existed eternally before, and will be forever after."
1408,How Do I Battle Subtle Temptations to Lust?,https://www.desiringgod.org/interviews/how-do-i-battle-subtle-temptations-to-lust,2019-12-16,Sexual Purity,"Victory over pornography use is no small thing, but that doesn’t mean our battle is over. God lays claim to every impulse in our hearts, however small."
1407,Will All Nations Be Reached Before Christ Returns?,https://www.desiringgod.org/interviews/will-all-nations-be-reached-before-christ-returns,2019-12-13,End Times,"Did the biblical writers expect Jesus to return at any moment, or were they waiting for certain events to take place before the end would come?"
1406,What’s the Deepest Desire of My Heart?,https://www.desiringgod.org/interviews/whats-the-deepest-desire-of-my-heart,2019-12-11,The Glory of God,"The greatest ache of the human heart is not to have wealth, comfort, or power, but to see and savor the glory of God in the face of Christ."
1405,I’m Not Good at My Job — Is the Lord Telling Me to Quit?,https://www.desiringgod.org/interviews/im-not-good-at-my-job-is-the-lord-telling-me-to-quit,2019-12-09,Work & Vocation,"If we don’t see much success in a career we thought God called us to, did we misread his call?"
1404,How Can I Revitalize My Church from the Pulpit?,https://www.desiringgod.org/interviews/how-can-i-revitalize-my-church-from-the-pulpit,2019-12-06,Preaching & Teaching,"Whether a church is healthy or needs revitalization, every local congregation needs a consistent window to the greatness and glory of God from the pulpit."
1403,What Happens When We Sing Together,https://www.desiringgod.org/interviews/what-happens-when-we-sing-together,2019-12-04,Corporate Worship,"Singing together is never just a formality in a church service. God uses truth in song to sustain, encourage, and recharge his people."
1402,Why Do I Still Struggle with My Pre-Conversion Sins?,https://www.desiringgod.org/interviews/why-do-i-still-struggle-with-my-pre-conversion-sins,2019-12-02,Killing Sin,"Every believer is already new in Christ, and yet vestiges of our old selves remain. We must fight every day to become who we already are."
1401,My Life Is Endless Drudgery — How Do I Find Joy in Christ?,https://www.desiringgod.org/interviews/my-life-is-endless-drudgery-how-do-i-find-joy-in-christ,2019-11-29,Hope,"The burdens and drudgery of life may feel like walls keeping you from joy. But inside these walls, God Almighty is working for your everlasting good."
1400,How Do We Feast to the Glory of God?,https://www.desiringgod.org/interviews/how-do-we-feast-to-the-glory-of-god,2019-11-27,Gratitude,"If God made everything good, then do we honor him just by using what he has made? Pastor John explains the essential steps to God-honoring feasting."
1399,How Should I Handle My Regrets?,https://www.desiringgod.org/interviews/how-should-i-handle-my-regrets,2019-11-25,The Unwasted Life,Every single one of us can look over our lives and find failures we regret. How do we deal with remorse in light of God’s mercy?
1398,Is It Sinful to Watch Sin on a Screen?,https://www.desiringgod.org/interviews/is-it-sinful-to-watch-sin-on-a-screen,2019-11-22,Pursuit of Holiness,Our culture saturates itself with entertainment that hardly gives a passing thought to God. Should Christians consume such media?
1397,Is the God-Centeredness of God Precious?,https://www.desiringgod.org/interviews/is-the-god-centeredness-of-god-precious,2019-11-20,The Glory of God,"When you discover that God is not only perfectly glorious, but that everything he does is for his glory, your life may get flipped upside down."
1396,How Do I Stay Attracted to My Aging Spouse?,https://www.desiringgod.org/interviews/how-do-i-stay-attracted-to-my-aging-spouse,2019-11-18,Marriage,"Sexual desire doesn’t begin and end with physical attraction. God made us to cherish inner beauty and glory, not just looks that pass with age."
1395,Will We Pray in Heaven?,https://www.desiringgod.org/interviews/will-we-pray-in-heaven,2019-11-15,Prayer,"If heaven is a world of love, with no grief or pain or loss, then will we have any need to pray to God once we are there?"
1394,The Key to Our Victory over Sin,https://www.desiringgod.org/interviews/the-key-to-our-victory-over-sin,2019-11-13,Pursuit of Holiness,Only the grace of supernatural delight can empower us to resist the allure of sin’s constant temptations.
1393,I Feel No Sexual Attraction — Should I Still Pursue Marriage?,https://www.desiringgod.org/interviews/i-feel-no-sexual-attraction-should-i-still-pursue-marriage,2019-11-11,Marriage,"If someone’s sexual desires are low to the point of indifference, should he or she still be open to marriage down the road?"
1392,Why Does the Bible Stress the Power of Jesus’s Name?,https://www.desiringgod.org/interviews/why-does-the-bible-stress-the-power-of-jesuss-name,2019-11-08,The Person of Christ,"The Bible stresses repeatedly the power and greatness of Jesus’s name. But why does it emphasize his name, and not just his person?"
1391,‘I Don’t Believe in Christ — Why Is Faith So Hard?’,https://www.desiringgod.org/interviews/i-dont-believe-in-christ-why-is-faith-so-hard,2019-11-06,Faith,"If Jesus promises that his yoke is easy and his burden light, then why do some people struggle so much to put their faith in him?"
1390,When Has My Career Become My Idol?,https://www.desiringgod.org/interviews/when-has-my-career-become-my-idol,2019-11-04,Work & Vocation,"If God created us for good works and wants us to labor diligently, then how do we determine when our career has become an idol?"
1389,Advice for Christians Who Work Sundays,https://www.desiringgod.org/interviews/advice-for-christians-who-work-sundays,2019-11-01,The Lord’s Day,"If your job requires you to work on Sundays, how do you honor the Lord’s Day? Pastor John offers three pieces of counsel."
1388,What Did the Reformation Give Us?,https://www.desiringgod.org/interviews/what-did-the-reformation-give-us,2019-10-30,Preaching & Teaching,"Every Protestant owes a debt of gratitude to the Reformers, especially for one of their most precious gifts to us: expository exultation."
1387,Should We Stop Reading Dead White Guys?,https://www.desiringgod.org/interviews/should-we-stop-reading-dead-white-guys,2019-10-28,Life of the Mind,"Christians should judge a book not by the color of its author or the number of its century, but by the God-exalting or God-ignoring content of its pages."
1386,"Should Anyone Say, ‘I Am of Calvin’?",https://www.desiringgod.org/interviews/should-anyone-say-i-am-of-calvin,2019-10-25,Pride & Humility,"As we sit under preaching in our churches, what matters most is not how eloquent the teacher is, but how much truth shines forth in his content."
1385,What Makes a Sermon Good?,https://www.desiringgod.org/interviews/what-makes-a-sermon-good,2019-10-23,Preaching & Teaching,Sermons are more than a transfer of facts and stories. They are a part of worship that God uses to work miracles in both the preacher and the people.
1384,Should Stay-at-Home Moms Take a Day Off?,https://www.desiringgod.org/interviews/should-stay-at-home-moms-take-a-day-off,2019-10-21,Parenting,"With all the demands on our time, how can young families pace themselves to run the marathon of life without burning out halfway through?"
1383,Are God’s Providence and God’s Sovereignty the Same?,https://www.desiringgod.org/interviews/are-gods-providence-and-gods-sovereignty-the-same,2019-10-18,The Sovereignty of God,God’s sovereignty is his right and power to do whatever he pleases. God’s providence is his wise and purposeful sovereignty.
1382,When to Stop Listening to This Podcast,https://www.desiringgod.org/interviews/when-to-stop-listening-to-this-podcast,2019-10-16,Technology,"If God has given you elders in your local church and brothers and sisters in Christ, then why should you bother seeking wisdom from this podcast?"
1381,How Do I Follow God’s Will in the Face of Two Good Options?,https://www.desiringgod.org/interviews/how-do-i-follow-gods-will-in-the-face-of-two-good-options,2019-10-14,Education & Ministry,"God may not reveal every detail we want to know about our future, but he does promise to walk with us and direct our steps."
1380,What Does the Bible Say About ‘National Coming Out Day’?,https://www.desiringgod.org/interviews/what-does-the-bible-say-about-national-coming-out-day,2019-10-11,Homosexuality,"Our culture may celebrate sin and stifle truth, but that doesn’t mean we should lose hope. God can still grant an awakening."
1379,How Do We Respond When a Pastor Leaves the Faith?,https://www.desiringgod.org/interviews/how-do-we-respond-when-a-pastor-leaves-the-faith,2019-10-09,Perseverance of the Saints,"If we believe in the sovereignty of God, then how do we explain friends or prominent leaders who turn their backs on Jesus?"
1378,How Much ‘Lover’ Language Should We Use in Worship Songs?,https://www.desiringgod.org/interviews/how-much-lover-language-should-we-use-in-worship-songs,2019-10-07,Corporate Worship,"Our song choices influence our churches nearly as much as our sermons. If we don’t choose our music with care, we aren’t shepherding well."
1377,Should We Call Out False Teachers or Ignore Them?,https://www.desiringgod.org/interviews/should-we-call-out-false-teachers-or-ignore-them,2019-10-04,False Teaching,"False teachers threaten churches all over the world. Every Christian, and especially pastors, should know how to respond to their danger."
